index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,1646.9114,402.2026
0,polygon,1,1653.5658,425.49313
0,polygon,2,1673.5292,448.78366
0,polygon,3,1736.7462,458.7653
0,polygon,4,1806.6178,478.7286
0,polygon,5,1843.2172,512.00073
0,polygon,6,1866.5077,538.61847
0,polygon,7,1903.107,578.5451
0,polygon,8,1939.7064,601.83563
0,polygon,9,1976.3058,618.4717
0,polygon,10,2006.2507,641.7622
0,polygon,11,2032.8685,668.37994
0,polygon,12,2056.159,694.9977
0,polygon,13,2066.1406,731.59705
0,polygon,14,2091.537,775.89655
0,polygon,15,2086.104,824.7591
0,polygon,16,2092.7583,864.6857
0,polygon,17,2102.74,911.2667
0,polygon,18,2109.3945,961.175
0,polygon,19,2109.3945,1001.10156
0,polygon,20,2116.0488,1041.0282
0,polygon,21,2119.3762,1074.3003
0,polygon,22,2126.0305,1117.5542
0,polygon,23,2126.0305,1224.025
0,polygon,24,2119.3762,1277.2605
0,polygon,25,2122.7034,1327.1688
0,polygon,26,2129.358,1367.0953
0,polygon,27,2139.3394,1413.6764
0,polygon,28,2149.321,1453.603
0,polygon,29,2165.9573,1500.1841
0,polygon,30,2182.5933,1533.4562
0,polygon,31,2209.211,1606.6549
0,polygon,32,2229.1743,1713.1259
0,polygon,33,2252.4648,1753.0525
0,polygon,34,2269.1008,1786.3247
0,polygon,35,2289.0642,1822.9241
0,polygon,36,2305.7002,1856.1962
0,polygon,37,2319.009,1889.4684
0,polygon,38,2325.6636,1926.0677
0,polygon,39,2325.6636,1999.2665
0,polygon,40,2335.6453,2039.1931
0,polygon,41,2335.6453,2075.7925
0,polygon,42,2345.627,2119.0464
0,polygon,43,2352.2812,2168.9546
0,polygon,44,2375.5718,2222.19
0,polygon,45,2405.5168,2265.4438
0,polygon,46,2422.1528,2298.716
0,polygon,47,2445.4434,2338.6426
0,polygon,48,2468.734,2371.9148
0,polygon,49,2495.3516,2401.8596
0,polygon,50,2515.315,2435.1318
0,polygon,51,2538.6055,2478.3857
0,polygon,52,2573.5056,2512.875
0,polygon,53,2605.8386,2530.838
0,polygon,54,2645.357,2545.208
0,polygon,55,2681.2827,2555.9858
0,polygon,56,2720.801,2566.7634
0,polygon,57,2751.5474,2574.875
0,polygon,58,2788.1467,2578.2021
0,polygon,59,2864.6726,2578.2021
0,polygon,60,2904.599,2581.5293
0,polygon,61,3031.0334,2571.5479
0,polygon,62,3067.6328,2564.8933
0,polygon,63,3160.795,2521.6394
0,polygon,64,3230.6665,2501.6763
0,polygon,65,3267.2659,2498.3489
0,polygon,66,3367.4636,2469.7642
0,polygon,67,3435.7224,2476.9492
0,polygon,68,3489.6108,2473.3567
0,polygon,69,3529.1292,2473.3567
0,polygon,70,3597.388,2473.3567
0,polygon,71,3629.7212,2473.3567
0,polygon,72,3683.6096,2484.1343
0,polygon,73,3733.9058,2480.5417
0,polygon,74,3763.021,2471.7312
0,polygon,75,3799.6204,2481.713
0,polygon,76,3842.8743,2495.0217
0,polygon,77,3882.8008,2498.3489
0,polygon,78,3916.073,2508.3306
0,polygon,79,3955.9995,2514.985
0,polygon,80,3989.2717,2528.294
0,polygon,81,4035.8528,2538.2756
0,polygon,82,4072.4521,2551.5845
0,polygon,83,4112.379,2578.2021
0,polygon,84,4162.287,2608.1472
0,polygon,85,4195.559,2631.4377
0,polygon,86,4212.1953,2664.7097
0,polygon,87,4232.1587,2697.982
0,polygon,88,4321.9937,2831.0706
0,polygon,89,4335.3022,2870.9973
0,polygon,90,4345.2837,2917.5781
0,polygon,91,4351.9385,2957.505
0,polygon,92,4361.92,3004.086
0,polygon,93,4375.229,3040.6853
0,polygon,94,4381.8833,3083.939
0,polygon,95,4388.5376,3120.5383
0,polygon,96,4395.1924,3167.1194
0,polygon,97,4401.8467,3207.0461
0,polygon,98,4405.174,3243.6455
0,polygon,99,4415.1553,3300.208
