index,shape-type,vertex-index,axis-0,axis-1
0,polygon,153,1843.6554,2708.6157
0,polygon,154,1823.7112,2672.716
0,polygon,155,1811.7446,2628.8386
0,polygon,156,1795.7893,2580.9727
0,polygon,157,1779.8339,2541.084
0,polygon,158,1767.8674,2501.1956
0,polygon,159,1743.9343,2461.3071
0,polygon,160,1735.9567,2413.441
0,polygon,161,1727.9789,2373.5525
0,polygon,162,1708.0347,2329.6753
0,polygon,163,1680.1128,2289.7869
0,polygon,164,1664.1573,2249.8984
0,polygon,165,1672.1351,2210.0098
0,polygon,166,1668.1462,2170.1213
0,polygon,167,1648.202,2130.233
0,polygon,168,1620.28,2098.3223
0,polygon,169,1588.3693,2070.4001
0,polygon,170,1584.3805,2030.5118
0,polygon,171,1576.4027,1990.6233
0,polygon,172,1552.4697,1954.7238
0,polygon,173,1512.5812,1882.9244
0,polygon,174,1492.637,1843.036
0,polygon,175,1472.6927,1799.1587
0,polygon,176,1440.782,1763.2592
0,polygon,177,1408.8712,1731.3484
0,polygon,178,1392.9159,1683.4822
0,polygon,179,1424.8267,1647.5825
0,polygon,180,1404.8824,1599.7164
0,polygon,181,1372.9717,1571.7946
0,polygon,182,1364.9939,1531.906
0,polygon,183,1345.0497,1492.0176
0,polygon,184,1341.0609,1452.1292
0,polygon,185,1345.0497,1404.263
0,polygon,186,1345.0497,1260.6646
0,polygon,187,1353.0273,1220.776
0,polygon,188,1376.9604,1164.9323
0,polygon,189,1384.9381,1121.0549
0,polygon,190,1396.9047,1081.1664
0,polygon,191,1416.8489,1045.2668
