index,shape-type,vertex-index,axis-0,axis-1
0,polygon,56,2226.5674,2679.842
0,polygon,57,2247.0957,2710.6343
0,polygon,58,2281.3093,2720.8984
0,polygon,59,2315.5227,2744.848
0,polygon,60,2342.8938,2772.2188
0,polygon,61,2373.686,2789.3257
0,polygon,62,2418.1636,2806.4324
0,polygon,63,2442.1133,2833.8032
0,polygon,64,2469.4841,2857.7527
0,polygon,65,2503.6978,2847.4888
0,polygon,66,2544.754,2847.4888
0,polygon,67,2578.9675,2857.7527
0,polygon,68,2609.7598,2881.7024
0,polygon,69,2640.5522,2898.809
0,polygon,70,2681.6084,2905.6519
0,polygon,71,2719.2434,2919.3374
0,polygon,72,2756.8784,2922.7585
0,polygon,73,2797.9348,2926.18
0,polygon,74,2835.5698,2926.18
0,polygon,75,2938.2104,2936.444
0,polygon,76,2979.2668,2936.444
0,polygon,77,3013.4805,2939.8655
0,polygon,78,3054.5369,2939.8655
0,polygon,79,3136.6494,2933.0227
0,polygon,80,3174.2844,2933.0227
0,polygon,81,3208.498,2929.6013
0,polygon,82,3242.7117,2912.4946
0,polygon,83,3276.9253,2902.2305
0,polygon,84,3311.139,2888.545
0,polygon,85,3345.3525,2878.281
0,polygon,86,3382.9875,2864.5955
0,polygon,87,3417.2012,2857.7527
0,polygon,88,3458.2576,2847.4888
0,polygon,89,3489.0498,2830.3818
0,polygon,90,3526.6846,2823.539
0,polygon,91,3560.8982,2813.2751
0,polygon,92,3595.1118,2799.5896
0,polygon,93,3632.7468,2792.7468
0,polygon,94,3673.8032,2789.3257
0,polygon,95,3711.4382,2796.1682
0,polygon,96,3749.0732,2796.1682
0,polygon,97,3783.2869,2792.7468
0,polygon,98,3844.8713,2833.8032
0,polygon,99,3879.085,2847.4888
0,polygon,100,3892.7703,2881.7024
0,polygon,101,3899.613,2915.916
0,polygon,102,3923.5625,2960.3936
0,polygon,103,3944.0908,2991.1858
0,polygon,104,3944.0908,3035.6636
0,polygon,105,3940.6694,3069.8772
0,polygon,106,3954.3547,3210.153
0,polygon,107,3961.1975,3244.3667
0,polygon,108,3964.619,3278.5803
0,polygon,109,3961.1975,3323.0579
0,polygon,110,3964.619,3357.2715
0,polygon,111,3961.1975,3394.9065
0,polygon,112,3940.6694,3463.3337
0,polygon,113,3937.248,3497.5474
0,polygon,114,3937.248,3535.1824
0,polygon,115,3944.0908,3572.8174
0,polygon,116,3947.5122,3607.031
0,polygon,117,3968.0403,3678.8794
0,polygon,118,3985.147,3713.093
0,polygon,119,3998.8325,3747.3066
0,polygon,120,4022.782,3781.5203
0,polygon,121,4053.5742,3802.0486
0,polygon,122,4080.9453,3829.4194
0,polygon,123,4111.7373,3856.7903
0,polygon,124,4142.53,3873.897
0,polygon,125,4163.058,3904.6892
0,polygon,126,4190.4287,3928.639
0,polygon,127,4214.3784,3959.4312
0,polygon,128,4241.749,3986.802
0,polygon,129,4265.6987,4017.5942
0,polygon,130,4286.227,4048.3865
0,polygon,131,4313.5977,4079.1787
0,polygon,132,4344.39,4106.55
0,polygon,133,4371.7607,4137.342
0,polygon,134,4399.132,4161.2915
0,polygon,135,4405.9746,4195.505
0,polygon,136,4423.0815,4226.2974
0,polygon,137,4426.5024,4260.5107
0,polygon,138,4399.132,4291.303
0,polygon,139,4306.755,4342.6235
0,polygon,140,4272.5415,4352.8877
0,polygon,141,4166.479,4363.152
0,polygon,142,4128.844,4376.837
0,polygon,143,4094.6306,4390.5225
0,polygon,144,4019.3606,4390.5225
0,polygon,145,3988.5684,4373.416
0,polygon,146,3954.3547,4369.9946
0,polygon,147,3913.2986,4356.309
0,polygon,148,3879.085,4335.781
0,polygon,149,3848.2927,4311.831
0,polygon,150,3820.9216,4287.882
0,polygon,151,3769.6013,4229.7188
0,polygon,152,3742.2305,4195.505
0,polygon,153,3725.1235,4157.87
0,polygon,154,3701.174,4130.499
0,polygon,155,3684.0674,4099.707
0,polygon,156,3663.539,4068.9146
0,polygon,157,3646.4324,4038.1223
0,polygon,158,3612.2188,4014.1729
0,polygon,159,3581.4265,3979.9592
0,polygon,160,3557.477,3952.5884
0,polygon,161,3536.9487,3911.532
0,polygon,162,3509.578,3884.1611
0,polygon,163,3461.6787,3829.4194
0,polygon,164,3447.9934,3795.2058
0,polygon,165,3396.6729,3737.0427
0,polygon,166,3382.9875,3702.829
0,polygon,167,3359.038,3672.0369
0,polygon,168,3338.5098,3641.2444
0,polygon,169,3307.7175,3620.7163
0,polygon,170,3280.3467,3596.7668
0,polygon,171,3249.5544,3565.9746
0,polygon,172,3225.605,3538.6038
0,polygon,173,3191.3914,3524.9182
0,polygon,174,3157.1777,3504.3901
0,polygon,175,3122.964,3497.5474
0,polygon,176,3085.329,3497.5474
0,polygon,177,3044.2727,3490.7046
0,polygon,178,3006.6377,3480.4404
0,polygon,179,2972.424,3477.019
0,polygon,180,2938.2104,3494.126
0,polygon,181,2903.9968,3487.2832
0,polygon,182,2869.7834,3497.5474
0,polygon,183,2791.092,3511.2327
0,polygon,184,2756.8784,3521.4968
0,polygon,185,2681.6084,3528.3396
0,polygon,186,2640.5522,3528.3396
0,polygon,187,2606.3386,3535.1824
0,polygon,188,2534.49,3555.7104
0,polygon,189,2496.855,3559.1318
0,polygon,190,2418.1636,3559.1318
0,polygon,191,2380.5286,3555.7104
0,polygon,192,2339.4724,3555.7104
0,polygon,193,2305.2588,3548.8677
0,polygon,194,2271.0452,3531.761
0,polygon,195,2236.8315,3521.4968
0,polygon,196,2195.7751,3507.8115
0,polygon,197,2158.1401,3494.126
0,polygon,198,2123.9265,3483.8618
0,polygon,199,2093.1343,3466.7551
0,polygon,200,2024.7072,3446.2268
0,polygon,201,1993.9149,3418.856
0,polygon,202,1963.1226,3398.328
0,polygon,203,1935.7517,3374.3784
0,polygon,204,1901.5381,3353.85
0,polygon,205,1860.4818,3285.4229
0,polygon,206,1833.1108,3261.4734
0,polygon,207,1802.3186,3237.524
0,polygon,208,1778.3691,3203.3103
0,polygon,209,1750.9982,3175.9395
0,polygon,210,1733.8914,3138.3044
0,polygon,211,1699.6779,3121.1975
0,polygon,212,1665.4642,3097.248
0,polygon,213,1641.5146,3066.4558
0,polygon,214,1655.2001,3028.8208
0,polygon,215,1668.8855,2994.6072
0,polygon,216,1665.4642,2953.5508
0,polygon,217,1648.3574,2909.0732
0,polygon,218,1627.8292,2864.5955
0,polygon,219,1614.1438,2826.9604
0,polygon,220,1610.7224,2792.7468
0,polygon,221,1600.4584,2758.5332
0,polygon,222,1583.3516,2724.3196
0,polygon,223,1566.2448,2693.5273
0,polygon,224,1508.0815,2628.5215
0,polygon,225,1490.9747,2594.3079
0,polygon,226,1470.4467,2549.8303
0,polygon,227,1439.6543,2532.7234
0,polygon,228,1436.233,2498.5098
0,polygon,229,1436.233,2460.875
0,polygon,230,1419.1262,2365.0767
0,polygon,231,1408.862,2327.442
0,polygon,232,1402.0194,2259.0146
0,polygon,233,1402.0194,2217.9583
0,polygon,234,1395.1766,2180.3232
0,polygon,235,1378.0698,2129.003
0,polygon,236,1354.1204,2091.368
0,polygon,237,1340.4349,2057.1543
0,polygon,238,1323.3281,2022.9407
0,polygon,239,1306.2213,1985.3057
0,polygon,240,1295.9572,1951.092
0,polygon,241,1268.5863,1916.8784
0,polygon,242,1251.4795,1875.8221
0,polygon,243,1234.3727,1845.0299
0,polygon,244,1230.9513,1810.8163
0,polygon,245,1217.2659,1742.389
0,polygon,246,1213.8445,1697.9114
0,polygon,247,1224.1086,1646.591
0,polygon,248,1224.1086,1554.2141
0,polygon,249,1210.4231,1472.1014
0,polygon,250,1203.5804,1437.888
0,polygon,251,1196.7377,1366.0393
0,polygon,252,1179.6309,1331.8257
0,polygon,253,1155.6814,1301.0334
0,polygon,254,1128.3104,1277.0839
0,polygon,255,1107.7823,1236.0276
0,polygon,256,1094.0969,1201.814
0,polygon,257,1059.8833,1167.6003
0,polygon,258,1039.3551,1126.5441
0,polygon,259,1039.3551,1075.2236
0,polygon,260,1042.7765,1041.01
0,polygon,261,1049.6191,999.9537
0,polygon,262,1053.0405,962.31866
0,polygon,263,1059.8833,928.10504
0,polygon,264,1076.9901,880.206
0,polygon,265,1097.5182,845.99243
0,polygon,266,1114.625,815.20013
0,polygon,267,1148.8386,774.1438
0,polygon,268,1210.4231,726.24475
0,polygon,269,1244.6367,709.13794
